undergradStatus,entryStatus,gender,raceEthnicity,year,count,hour,email
 <=50K,Some-college,Female,<40,0,1,Full-time,aubrey.i@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,dominic.b@yahoo.com
 <=50K,Some-college,Male,<50,0,1,Full-time,ethan.k@yahoo.com
 <=50K,1st-4th,Male,>=60,0,1,Full-time,aiden.b@hotmail.com
 >50K,Prof-school,Male,<40,0,1,Full-time,christian.m@aol.com
 >50K,Some-college,Male,<60,0,1,Full-time,nathan.b@yahoo.com
 <=50K,Some-college,Female,<40,0,1,Full-time,avery.w@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,alexander.m@gmail.com
 <=50K,10th,Male,<60,0,1,Full-time,landon.r@hotmail.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,jayce.i@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,tyler.w@hotmail.com
 >50K,Masters,Male,<60,0,1,Full-time,charlie.z@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,benjamin.a@msn.com
 <=50K,Masters,Female,<40,0,1,Full-time,ella.r@gmail.com
 >50K,12th,Male,<60,0,1,Full-time,joseph.r@msn.com
 <=50K,Some-college,Male,<40,0,1,Full-time,elijah.e@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,henry.r@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,mason.z@hotmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,mason.l@gmail.com
 >50K,Assoc-acdm,Male,<50,0,1,Full-time,benjamin.c@gmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,kaitlyn.e@msn.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,adam.y@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,mason.e@gmail.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,caden.k@gmail.com
 <=50K,Assoc-acdm,Female,<60,0,1,Full-time,alaina.t@msn.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,peyton.r@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,owen.a@msn.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,max.y@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,arianna.w@hotmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,david.x@msn.com
 >50K,HS-grad,Male,>=60,0,1,Full-time,nicholas.t@yahoo.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,audrey.k@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,william.b@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,caroline.c@gmail.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,oliver.c@gmail.com
 <=50K,10th,Female,<40,0,1,Full-time,aaliyah.l@yahoo.com
 <=50K,1st-4th,Male,<50,0,1,Full-time,jayce.t@hotmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,layla.s@hotmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,oliver.l@yahoo.com
 <=50K,Some-college,Male,<40,0,1,Full-time,john.t@hotmail.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,lily.z@hotmail.com
 >50K,HS-grad,Female,>=60,0,1,Part-time,aubrey.r@hotmail.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,logan.z@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,anthony.w@gmail.com
 <=50K,9th,Male,<20,0,1,Part-time,nicholas.b@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,liam.m@msn.com
 <=50K,10th,Male,<60,0,1,Full-time,john.t@hotmail.com
 <=50K,Masters,Male,<40,0,1,Full-time,levi.x@aol.com
 <=50K,Some-college,Male,<50,0,1,Full-time,landon.h@gmail.com
 <=50K,HS-grad,Male,<20,0,1,Part-time,dominic.k@aol.com
 <=50K,Some-college,Male,<50,0,1,Full-time,nathan.d@aol.com
 <=50K,Some-college,Female,<50,0,1,Full-time,maria.x@hotmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,hunter.a@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,jayce.w@aol.com
 <=50K,Some-college,Female,<30,0,1,Part-time,arianna.l@aol.com
 >50K,HS-grad,Female,<60,0,1,Full-time,sophie.y@yahoo.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,joshua.b@msn.com
 <=50K,Some-college,Male,<30,0,1,Part-time,andrew.i@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,adam.s@yahoo.com
 <=50K,Some-college,Female,<40,0,1,Full-time,stella.i@yahoo.com
 <=50K,Assoc-voc,Male,>=60,0,1,Full-time,carter.d@aol.com
 >50K,Bachelors,Female,<40,0,1,Part-time,caroline.x@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,gabriel.r@gmail.com
 <=50K,Assoc-voc,Female,<40,0,1,Full-time,skyler.e@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,nicholas.l@gmail.com
 <=50K,Some-college,Male,<30,0,1,Part-time,wyatt.r@hotmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,mason.a@msn.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,london.z@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,gabriel.e@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,james.c@yahoo.com
 <=50K,HS-grad,Male,<20,0,1,Part-time,benjamin.c@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,nathan.a@aol.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,henry.x@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,liam.z@msn.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,mackenzie.b@msn.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,benjamin.k@gmail.com
 >50K,Masters,Male,>=60,0,1,Full-time,dominic.n@msn.com
 <=50K,5th-6th,Male,<30,0,1,Full-time,elijah.a@yahoo.com
 >50K,HS-grad,Male,<50,0,1,Full-time,christian.i@gmail.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,wyatt.r@aol.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,carter.s@gmail.com
 >50K,HS-grad,Male,<40,0,1,Full-time,cameron.t@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,brooklyn.c@yahoo.com
 >50K,Masters,Male,<40,0,1,Full-time,elijah.b@gmail.com
 <=50K,Masters,Male,<40,0,1,Full-time,owen.n@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,noah.x@yahoo.com
 <=50K,Preschool,Female,>=60,0,1,Full-time,abigail.b@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,wyatt.x@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,christian.k@gmail.com
 <=50K,Some-college,Female,<30,0,1,Full-time,victoria.n@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,thomas.b@hotmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,eli.r@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,lucas.i@yahoo.com
 >50K,HS-grad,Male,<50,0,1,Full-time,alexander.z@msn.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,zoe.m@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,john.w@yahoo.com
 <=50K,11th,Male,>=60,0,1,Full-time,joseph.k@gmail.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,emma.x@hotmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,zachary.x@aol.com
 >50K,10th,Male,<60,0,1,Full-time,alexander.y@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,zachary.k@aol.com
 >50K,Assoc-acdm,Male,<40,0,1,Full-time,hunter.w@msn.com
 >50K,Assoc-voc,Male,<60,0,1,Full-time,jackson.n@gmail.com
 <=50K,9th,Male,<60,0,1,Full-time,alexander.k@msn.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,oliver.c@msn.com
 <=50K,Bachelors,Female,<30,0,1,Part-time,isabelle.d@yahoo.com
 <=50K,Assoc-voc,Female,<50,0,1,Full-time,gabriella.k@gmail.com
 <=50K,1st-4th,Male,<60,0,1,Full-time,lucas.e@yahoo.com
 <=50K,Bachelors,Female,<50,0,1,Full-time,nora.l@hotmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,william.k@hotmail.com
 <=50K,Assoc-voc,Male,<40,0,1,Full-time,daniel.w@msn.com
 >50K,Assoc-acdm,Male,<60,0,1,Full-time,lucas.w@gmail.com
 <=50K,5th-6th,Male,<40,0,1,Full-time,sebastian.l@yahoo.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,sarah.x@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jack.c@msn.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,arianna.b@hotmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,liam.w@msn.com
 <=50K,Assoc-acdm,Male,<30,0,1,Full-time,christian.d@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,gabriel.h@msn.com
 <=50K,7th-8th,Male,<30,0,1,Full-time,dominic.h@msn.com
 <=50K,Assoc-acdm,Male,<40,0,1,Full-time,nicholas.e@hotmail.com
 >50K,Bachelors,Female,<30,0,1,Full-time,ava.s@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,caleb.n@gmail.com
 <=50K,10th,Male,<40,0,1,Full-time,jayce.n@gmail.com
 <=50K,Some-college,Female,<60,0,1,Full-time,ella.l@gmail.com
 >50K,HS-grad,Male,<50,0,1,Full-time,michael.m@yahoo.com
 >50K,Bachelors,Male,>=60,0,1,Full-time,julian.b@aol.com
 <=50K,Masters,Male,>=60,0,1,Full-time,benjamin.x@aol.com
 >50K,Bachelors,Female,>=60,0,1,Full-time,sarah.m@hotmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,gavin.x@hotmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,christian.h@gmail.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,savannah.m@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,levi.s@msn.com
 >50K,Assoc-acdm,Male,<40,0,1,Full-time,luke.t@hotmail.com
 >50K,Masters,Male,<50,0,1,Full-time,christian.e@gmail.com
 <=50K,10th,Male,<30,0,1,Full-time,connor.i@gmail.com
 <=50K,10th,Male,<30,0,1,Full-time,max.w@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,jackson.w@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,christian.r@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,jayden.k@gmail.com
 >50K,7th-8th,Male,<50,0,1,Full-time,matthew.l@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,noah.t@hotmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,liam.l@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,jacob.i@hotmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,thomas.a@aol.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,wyatt.w@gmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,wyatt.i@hotmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,andrew.t@hotmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,caleb.t@yahoo.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,peyton.c@gmail.com
 <=50K,Some-college,Female,<30,0,1,Part-time,allison.m@aol.com
 >50K,Some-college,Female,<40,0,1,Full-time,mackenzie.e@aol.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,layla.k@msn.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,kaylee.x@yahoo.com
 <=50K,7th-8th,Female,>=60,0,1,Part-time,lillian.d@gmail.com
 <=50K,Bachelors,Male,>=60,0,1,Full-time,colton.y@msn.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,matthew.i@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,adam.k@gmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,charlie.r@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,eli.d@aol.com
 >50K,Bachelors,Male,<60,0,1,Full-time,ryan.i@hotmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,benjamin.m@aol.com
 >50K,Some-college,Male,<60,0,1,Full-time,john.l@gmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,elena.l@msn.com
 >50K,Bachelors,Male,<40,0,1,Full-time,max.e@aol.com
 <=50K,Some-college,Male,<20,0,1,Part-time,noah.h@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,lucas.r@msn.com
 <=50K,Assoc-acdm,Male,<30,0,1,Part-time,oliver.d@msn.com
 >50K,HS-grad,Male,<50,0,1,Full-time,luke.y@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,eli.z@hotmail.com
 <=50K,12th,Female,<20,0,1,Part-time,gianna.a@gmail.com
 <=50K,Assoc-acdm,Male,<30,0,1,Full-time,carter.h@yahoo.com
 >50K,HS-grad,Male,<60,0,1,Full-time,tyler.n@gmail.com
 <=50K,10th,Male,<50,0,1,Full-time,sebastian.w@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,henry.d@msn.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,adalyn.y@yahoo.com
 <=50K,11th,Female,<50,0,1,Full-time,chloe.y@aol.com
 <=50K,Bachelors,Male,>=60,0,1,Full-time,liam.a@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,joseph.l@hotmail.com
 >50K,Prof-school,Male,>=60,0,1,Full-time,tyler.m@gmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,harper.x@gmail.com
 >50K,Bachelors,Male,<60,0,1,Full-time,william.m@gmail.com
 <=50K,10th,Male,>=60,0,1,Full-time,elijah.h@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,owen.i@yahoo.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,brayden.m@gmail.com
 <=50K,HS-grad,Female,<30,0,1,Part-time,aubrey.d@yahoo.com
 <=50K,HS-grad,Female,<30,0,1,Full-time,avery.t@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,joseph.e@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,jack.e@hotmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,james.z@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,mason.s@aol.com
 >50K,Assoc-acdm,Male,>=60,0,1,Full-time,gavin.d@gmail.com
 <=50K,Assoc-voc,Female,<30,0,1,Full-time,kaylee.n@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,landon.e@msn.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,scarlett.x@gmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,sophia.z@gmail.com
 >50K,Prof-school,Male,>=60,0,1,Full-time,james.s@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,grayson.x@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,joseph.h@yahoo.com
 <=50K,HS-grad,Male,<20,0,1,Full-time,adam.k@gmail.com
 <=50K,Assoc-acdm,Male,>=60,0,1,Full-time,aiden.z@gmail.com
 <=50K,Masters,Male,<40,0,1,Full-time,christian.e@yahoo.com
 <=50K,Some-college,Male,<50,0,1,Full-time,owen.t@gmail.com
 >50K,Masters,Male,<60,0,1,Full-time,jayden.y@msn.com
 >50K,Bachelors,Male,<40,0,1,Full-time,grayson.b@msn.com
 <=50K,Some-college,Female,<30,0,1,Part-time,lily.z@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,landon.d@gmail.com
 <=50K,Masters,Female,<40,0,1,Full-time,kaitlyn.s@msn.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,luke.y@gmail.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,henry.i@hotmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,luke.k@msn.com
 <=50K,11th,Male,<50,0,1,Full-time,andrew.d@msn.com
 >50K,HS-grad,Male,<50,0,1,Full-time,dylan.i@aol.com
 <=50K,Preschool,Male,>=60,0,1,Full-time,jayden.l@yahoo.com
 <=50K,9th,Male,<40,0,1,Full-time,gavin.y@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,matthew.w@gmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,connor.n@hotmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,liliana.a@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,adam.k@aol.com
 <=50K,10th,Female,<40,0,1,Full-time,ellie.k@gmail.com
 <=50K,Some-college,Male,<60,0,1,Full-time,william.y@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,hunter.y@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,cameron.y@gmail.com
 <=50K,Bachelors,Male,<50,0,1,Full-time,william.k@aol.com
 <=50K,Some-college,Male,<30,0,1,Full-time,jayden.s@msn.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,nathan.z@yahoo.com
 >50K,Some-college,Male,<40,0,1,Full-time,brayden.l@msn.com
 <=50K,Some-college,Male,<60,0,1,Full-time,jack.t@aol.com
 >50K,Bachelors,Male,>=60,0,1,Full-time,james.k@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,gabriel.y@gmail.com
 <=50K,Some-college,Male,<30,0,1,Part-time,john.y@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,jacob.m@gmail.com
 >50K,Prof-school,Male,<60,0,1,Full-time,benjamin.w@gmail.com
 <=50K,Masters,Female,<40,0,1,Full-time,zoe.n@aol.com
 <=50K,11th,Female,<20,0,1,Part-time,maya.c@gmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,anthony.r@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,eli.t@hotmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,lucas.y@msn.com
 <=50K,Some-college,Female,<30,0,1,Full-time,alaina.i@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,oliver.e@gmail.com
 >50K,Bachelors,Male,<40,0,1,Full-time,jacob.r@yahoo.com
 >50K,HS-grad,Male,<40,0,1,Full-time,nathan.c@yahoo.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,jacob.n@hotmail.com
 >50K,Some-college,Male,>=60,0,1,Full-time,caden.r@gmail.com
 <=50K,Assoc-voc,Male,<50,0,1,Full-time,elijah.h@hotmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,caden.y@hotmail.com
 <=50K,11th,Female,<20,0,1,Part-time,vivian.c@gmail.com
 <=50K,Some-college,Male,<50,0,1,Full-time,grayson.k@msn.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,gabriella.x@msn.com
 >50K,Masters,Male,<40,0,1,Full-time,caden.z@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,colton.k@msn.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,avery.l@gmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,aubrey.m@gmail.com
 <=50K,Bachelors,Male,<60,0,1,Full-time,james.y@hotmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,matthew.y@hotmail.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,samuel.l@yahoo.com
 <=50K,Preschool,Male,<40,0,1,Full-time,anthony.i@aol.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,landon.n@gmail.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,jayden.w@yahoo.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,hannah.l@gmail.com
 >50K,HS-grad,Female,<60,0,1,Full-time,chloe.h@gmail.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,carter.a@msn.com
 <=50K,Bachelors,Male,<30,0,1,Full-time,adam.i@aol.com
 >50K,Some-college,Male,<40,0,1,Full-time,nicholas.z@yahoo.com
 >50K,Bachelors,Male,<30,0,1,Full-time,matthew.t@aol.com
 <=50K,Some-college,Male,<40,0,1,Full-time,gabriel.y@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,max.h@gmail.com
 <=50K,Bachelors,Female,<50,0,1,Part-time,isabella.s@msn.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,kaylee.k@gmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,evan.h@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,anthony.z@gmail.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,leah.a@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,jayden.k@msn.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,abigail.a@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,samuel.b@aol.com
 <=50K,Masters,Male,<50,0,1,Full-time,matthew.d@hotmail.com
 <=50K,Some-college,Female,<20,0,1,Part-time,adeline.s@aol.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,dominic.k@aol.com
 <=50K,Prof-school,Male,<60,0,1,Full-time,ryan.r@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,lucas.n@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,connor.w@gmail.com
 >50K,Bachelors,Female,<40,0,1,Full-time,leah.y@gmail.com
 >50K,Some-college,Male,<40,0,1,Full-time,liam.s@yahoo.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,ava.r@gmail.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,dominic.s@yahoo.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,dylan.b@gmail.com
 >50K,HS-grad,Male,<60,0,1,Full-time,owen.i@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Full-time,benjamin.x@aol.com
 >50K,Masters,Male,<60,0,1,Full-time,cameron.d@yahoo.com
 <=50K,Masters,Female,<50,0,1,Full-time,liliana.d@msn.com
 <=50K,Some-college,Male,<50,0,1,Full-time,aiden.x@msn.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,scarlett.b@hotmail.com
 <=50K,Some-college,Male,<60,0,1,Full-time,gavin.l@aol.com
 >50K,Bachelors,Male,<40,0,1,Full-time,grayson.x@aol.com
 <=50K,HS-grad,Female,<50,0,1,Part-time,maria.z@gmail.com
 <=50K,10th,Male,<40,0,1,Full-time,landon.z@aol.com
 <=50K,HS-grad,Female,<30,0,1,Part-time,sophia.y@hotmail.com
 >50K,Masters,Female,<40,0,1,Full-time,ellie.y@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,christian.z@aol.com
 <=50K,Bachelors,Male,<40,0,1,Full-time,wyatt.x@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,brayden.h@yahoo.com
 <=50K,Some-college,Male,<30,0,1,Full-time,anthony.d@msn.com
 >50K,Some-college,Male,<60,0,1,Full-time,andrew.c@yahoo.com
 <=50K,Assoc-voc,Male,<30,0,1,Full-time,liam.h@hotmail.com
 <=50K,Some-college,Female,<40,0,1,Full-time,brooklyn.i@aol.com
 <=50K,Some-college,Female,<20,0,1,Part-time,anna.l@gmail.com
 <=50K,10th,Male,<20,0,1,Part-time,zachary.b@msn.com
 <=50K,HS-grad,Male,>=60,0,1,Part-time,alexander.t@gmail.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,leah.r@hotmail.com
 <=50K,HS-grad,Female,<40,0,1,Full-time,audrey.t@yahoo.com
 >50K,Some-college,Male,<30,0,1,Full-time,james.d@msn.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,owen.c@gmail.com
 >50K,Some-college,Female,<40,0,1,Full-time,audrey.h@hotmail.com
 <=50K,Some-college,Male,<30,0,1,Part-time,sebastian.b@aol.com
 <=50K,HS-grad,Male,>=60,0,1,Part-time,alexander.k@aol.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,mia.y@aol.com
 >50K,Masters,Male,<30,0,1,Full-time,colton.l@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,julian.d@yahoo.com
 >50K,Bachelors,Male,<60,0,1,Full-time,jacob.h@aol.com
 >50K,Prof-school,Male,<50,0,1,Full-time,charlie.c@msn.com
 <=50K,10th,Female,<20,0,1,Part-time,aubrey.m@msn.com
 <=50K,12th,Male,>=60,0,1,Full-time,andrew.i@yahoo.com
 <=50K,HS-grad,Female,>=60,0,1,Full-time,natalie.d@yahoo.com
 <=50K,Some-college,Female,<30,0,1,Part-time,gabriella.a@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,david.l@hotmail.com
 <=50K,7th-8th,Male,<40,0,1,Full-time,gavin.e@msn.com
 <=50K,HS-grad,Female,<50,0,1,Full-time,maya.w@yahoo.com
 >50K,Prof-school,Male,<60,0,1,Full-time,landon.b@gmail.com
 <=50K,Assoc-acdm,Female,<30,0,1,Full-time,hannah.a@msn.com
 <=50K,Some-college,Male,<30,0,1,Full-time,colton.c@yahoo.com
 >50K,Bachelors,Male,>=60,0,1,Full-time,henry.y@gmail.com
 >50K,Some-college,Male,<50,0,1,Full-time,eli.m@aol.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,tyler.s@msn.com
 <=50K,Assoc-acdm,Female,<40,0,1,Full-time,london.n@gmail.com
 <=50K,Some-college,Male,<40,0,1,Full-time,eli.h@aol.com
 <=50K,9th,Male,<50,0,1,Full-time,sebastian.d@aol.com
 <=50K,Bachelors,Female,<30,0,1,Full-time,harper.e@gmail.com
 <=50K,HS-grad,Male,<50,0,1,Full-time,gabriel.y@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,cameron.i@hotmail.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,isabella.b@yahoo.com
 <=50K,Doctorate,Male,>=60,0,1,Part-time,ryan.l@msn.com
 <=50K,Some-college,Female,<60,0,1,Full-time,addison.m@gmail.com
 >50K,Bachelors,Male,<50,0,1,Full-time,mason.x@gmail.com
 <=50K,HS-grad,Male,<60,0,1,Full-time,jackson.i@hotmail.com
 <=50K,11th,Male,<40,0,1,Full-time,dominic.i@aol.com
 <=50K,HS-grad,Male,>=60,0,1,Full-time,david.a@hotmail.com
 >50K,HS-grad,Male,<40,0,1,Full-time,jack.i@hotmail.com
 <=50K,HS-grad,Female,>=60,0,1,Full-time,hailey.z@yahoo.com
 <=50K,HS-grad,Male,<30,0,1,Full-time,jayden.i@msn.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,levi.e@aol.com
 <=50K,HS-grad,Female,<60,0,1,Full-time,vivian.n@msn.com
 <=50K,Bachelors,Female,<40,0,1,Full-time,kaylee.r@hotmail.com
 <=50K,11th,Male,<60,0,1,Full-time,mason.r@gmail.com
 <=50K,7th-8th,Female,<50,0,1,Full-time,jordyn.k@gmail.com
 <=50K,HS-grad,Male,<40,0,1,Full-time,mason.y@gmail.com
 <=50K,Doctorate,Male,<30,0,1,Full-time,caden.w@gmail.com
 <=50K,Some-college,Female,<50,0,1,Full-time,scarlett.x@gmail.com
 >50K,HS-grad,Male,<50,0,1,Full-time,andrew.c@hotmail.com
 <=50K,Assoc-acdm,Male,<30,0,1,Full-time,dominic.r@hotmail.com
 <=50K,10th,Female,>=60,0,1,Full-time,hannah.b@yahoo.com
 >50K,HS-grad,Male,<40,0,1,Full-time,eli.m@gmail.com
 <=50K,10th,Male,<30,0,1,Full-time,joshua.y@hotmail.com
 <=50K,9th,Female,<30,0,1,Full-time,mia.t@gmail.com
 >50K,Masters,Male,<50,0,1,Full-time,jayce.a@gmail.com
 <=50K,Masters,Female,<30,0,1,Full-time,anna.b@gmail.com
